City_ID,City,Country,Date,Current Description,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
238,Petatlan,MX,2022-07-28 19:45:31,broken clouds,17.5167,-101.2667,88.12,58,84,7.18
239,Dwarka,IN,2022-07-28 19:45:31,overcast clouds,22.2394,68.9678,81.54,78,88,11.97
240,Manali,IN,2022-07-28 19:45:32,overcast clouds,13.1667,80.2667,86.09,84,98,4.88
241,Geraldton,AU,2022-07-28 19:45:32,scattered clouds,-28.7667,114.6,57.61,94,40,10.36
242,Midland,US,2022-07-28 19:45:33,scattered clouds,31.9974,-102.0779,98.06,28,40,16.11
243,Santa Rosa,PH,2022-07-28 19:45:33,moderate rain,14.3122,121.1114,82.38,90,100,5.21
244,Itoman,JP,2022-07-28 19:45:33,few clouds,26.1247,127.6694,83.17,89,20,8.05
245,North Bend,US,2022-07-28 19:45:34,clear sky,43.4065,-124.2243,78.93,85,0,12.66
246,Port Macquarie,AU,2022-07-28 19:40:44,overcast clouds,-31.4333,152.9167,41.9,69,97,5.82
247,Adzhamka,UA,2022-07-28 19:45:34,overcast clouds,48.5424,32.5354,66.94,69,99,6.73
248,Alugan,PH,2022-07-28 19:45:35,moderate rain,12.2188,125.4808,79.14,87,100,7.2
249,Waconia,US,2022-07-28 19:45:35,overcast clouds,44.8508,-93.7869,76.89,55,88,13.0
250,Cap Malheureux,MU,2022-07-28 19:45:35,clear sky,-19.9842,57.6142,68.47,76,2,1.99
251,Trat,TH,2022-07-28 19:45:36,few clouds,12.5,102.5,79.88,86,11,1.32
252,Waipawa,NZ,2022-07-28 19:45:36,scattered clouds,-41.4122,175.5153,45.45,89,45,2.28
253,Cayenne,GF,2022-07-28 19:45:32,overcast clouds,4.9333,-52.3333,85.08,12,100,10.36
254,Muscat,OM,2022-07-28 19:45:37,overcast clouds,23.6139,58.5922,86.02,73,100,2.33
255,San Rafael,AR,2022-07-28 19:45:37,clear sky,-34.6177,-68.3301,63.07,15,0,4.5
256,Lorengau,PG,2022-07-28 19:45:38,broken clouds,-2.0226,147.2712,80.94,81,70,13.98
257,Talara,PE,2022-07-28 19:45:38,clear sky,-4.5772,-81.2719,74.16,64,0,14.97
258,Torbay,CA,2022-07-28 19:45:38,mist,47.6666,-52.7314,62.76,89,100,16.11
259,Alekseyevka,RU,2022-07-28 19:45:39,broken clouds,50.6309,38.6903,69.01,80,76,9.01
260,Leningradskiy,RU,2022-07-28 19:45:39,overcast clouds,69.3833,178.4167,39.69,79,95,6.22
261,Djenne,ML,2022-07-28 19:45:40,overcast clouds,13.9061,-4.5533,89.04,52,100,14.9
262,Kruisfontein,ZA,2022-07-28 19:45:40,clear sky,-34.0033,24.7314,59.85,65,0,7.76
263,Andenes,NO,2022-07-28 19:45:41,broken clouds,69.3143,16.1194,53.92,76,75,3.44
264,Henties Bay,NA,2022-07-28 19:45:41,scattered clouds,-22.116,14.2845,54.3,89,35,7.49
265,Letka,RU,2022-07-28 19:45:42,clear sky,59.6011,49.4232,58.35,85,8,2.86
266,Concordia,AR,2022-07-28 19:41:03,few clouds,-31.393,-58.0209,60.87,51,20,21.0
267,San Jose Del Palmar,CO,2022-07-28 19:45:42,overcast clouds,4.9742,-76.2283,67.33,92,91,3.67
268,Chapada Dos Guimaraes,BR,2022-07-28 19:45:43,clear sky,-15.4606,-55.7497,87.46,14,8,5.03
269,Langarud,IR,2022-07-28 19:45:43,overcast clouds,37.197,50.1535,75.25,81,99,4.76
270,Maragogi,BR,2022-07-28 19:45:43,few clouds,-9.0122,-35.2225,75.56,84,23,5.55
271,Kwekwe,ZW,2022-07-28 19:45:44,clear sky,-18.9281,29.8149,53.11,29,0,8.14
272,Pulandian,CN,2022-07-28 19:45:44,broken clouds,39.3953,121.9669,74.08,96,84,4.52
273,Pyapon,MM,2022-07-28 19:45:45,broken clouds,16.2833,95.6833,81.05,85,82,5.64
274,Doaba,PK,2022-07-28 19:46:45,broken clouds,33.4244,70.7364,79.74,78,67,3.38
275,Ahuimanu,US,2022-07-28 19:46:45,few clouds,21.4447,-157.8378,83.91,65,20,11.5
276,Mayo,US,2022-07-28 19:43:24,broken clouds,38.8876,-76.5119,93.36,73,75,10.36
277,Kashira,RU,2022-07-28 19:46:46,overcast clouds,54.8444,38.1669,64.67,97,100,11.7
278,Ascension,US,2022-07-28 19:43:49,clear sky,30.2169,-90.9001,94.03,64,0,5.75
279,Hun,LY,2022-07-28 19:46:46,clear sky,29.1268,15.9477,89.94,16,0,7.27
280,Lahat,ID,2022-07-28 19:46:47,overcast clouds,-3.8,103.5333,75.38,85,99,1.36
281,Bathsheba,BB,2022-07-28 19:46:47,scattered clouds,13.2167,-59.5167,88.41,77,40,20.71
282,Honningsvag,NO,2022-07-28 19:46:47,broken clouds,70.9821,25.9704,49.75,81,75,8.05
283,Hofn,IS,2022-07-28 19:46:48,overcast clouds,64.2539,-15.2082,51.44,93,100,1.74
284,Rio Gallegos,AR,2022-07-28 19:44:51,clear sky,-51.6226,-69.2181,44.65,65,0,37.98
285,Aktau,KZ,2022-07-28 19:46:48,clear sky,43.65,51.2,72.18,67,0,10.25
286,Lashio,MM,2022-07-28 19:46:49,overcast clouds,22.9333,97.75,68.32,99,100,0.63
287,Lebu,CL,2022-07-28 19:46:49,clear sky,-37.6167,-73.65,52.43,78,0,14.45
288,Beringovskiy,RU,2022-07-28 19:46:49,overcast clouds,63.05,179.3167,49.41,81,100,8.01
289,Hambantota,LK,2022-07-28 19:46:50,overcast clouds,6.1241,81.1185,78.48,87,100,5.48
290,Kungurtug,RU,2022-07-28 19:46:50,overcast clouds,50.5994,97.5228,44.53,91,85,0.92
291,Lata,PT,2022-07-28 19:46:51,clear sky,40.1629,-8.3327,64.54,79,0,5.99
292,Constitucion,CL,2022-07-28 19:46:51,clear sky,-35.3333,-72.4167,58.28,62,0,13.44
293,Kudahuvadhoo,MV,2022-07-28 19:46:51,broken clouds,2.6708,72.8944,81.84,75,55,13.02
294,Envira,BR,2022-07-28 19:46:52,broken clouds,-7.3,-70.2167,91.38,39,68,1.1
295,Comodoro Rivadavia,AR,2022-07-28 19:44:05,clear sky,-45.8667,-67.5,51.66,37,0,35.68
296,Lavrentiya,RU,2022-07-28 19:46:52,overcast clouds,65.5833,-171.0,43.7,88,100,4.94
297,Stornoway,GB,2022-07-28 19:46:53,broken clouds,58.2093,-6.3865,60.93,81,52,4.61
298,Nouadhibou,MR,2022-07-28 19:46:53,sand,20.931,-17.0347,75.18,78,0,26.46
299,Mancio Lima,BR,2022-07-28 19:46:53,scattered clouds,-7.6142,-72.8958,86.07,66,40,8.05
300,Santa Vitoria Do Palmar,BR,2022-07-28 19:46:54,overcast clouds,-33.5189,-53.3681,50.77,89,100,15.17
301,Namibe,AO,2022-07-28 19:46:54,few clouds,-15.1961,12.1522,61.75,85,11,8.1
302,Guiren,CN,2022-07-28 19:46:55,moderate rain,33.6697,118.1889,75.6,92,99,1.52
303,Tandil,AR,2022-07-28 19:44:37,clear sky,-37.3217,-59.1332,49.68,59,6,17.16
304,Canete,CL,2022-07-28 19:46:55,clear sky,-37.8,-73.4,53.76,72,0,7.2
305,Olenino,RU,2022-07-28 19:46:55,broken clouds,56.2092,33.4889,57.18,78,54,4.85
306,Along,IN,2022-07-28 19:46:56,broken clouds,28.1667,94.7667,73.63,98,73,1.14
307,Novyy Urengoy,RU,2022-07-28 19:46:56,scattered clouds,66.0833,76.6333,58.77,79,26,6.53
308,Ust-Maya,RU,2022-07-28 19:46:56,clear sky,60.4167,134.5333,63.25,78,5,2.77
309,Kavaratti,IN,2022-07-28 19:45:16,overcast clouds,10.5669,72.642,81.05,82,100,17.67
310,Orebro,SE,2022-07-28 19:46:57,clear sky,59.2741,15.2066,60.98,45,0,1.14
311,Urla,TR,2022-07-28 19:46:57,clear sky,38.3229,26.764,81.41,47,0,8.03
312,Iqaluit,CA,2022-07-28 19:46:58,overcast clouds,63.7506,-68.5145,56.93,62,100,5.75
313,Nago,JP,2022-07-28 19:46:58,clear sky,26.5881,127.9761,83.25,85,9,6.71
314,Mananjary,MG,2022-07-28 19:46:58,light rain,-21.2167,48.3333,67.71,88,84,1.68
315,Esperance,AU,2022-07-28 19:46:59,clear sky,-33.8667,121.9,57.16,81,1,12.37
316,Vrangel,RU,2022-07-28 19:46:59,overcast clouds,42.7297,133.0839,68.34,96,100,0.78
317,Yamada,JP,2022-07-28 19:46:59,clear sky,39.4667,141.95,70.92,95,3,1.72
318,Barao De Melgaco,BR,2022-07-28 19:47:00,few clouds,-16.1944,-55.9675,96.87,12,13,7.29
319,Riverton,US,2022-07-28 19:47:00,clear sky,40.5219,-111.9391,98.11,24,0,3.44
320,Gat,IL,2022-07-28 19:48:01,clear sky,31.61,34.7642,83.39,100,0,5.12
321,Olafsvik,IS,2022-07-28 19:48:01,overcast clouds,64.8945,-23.7142,45.46,87,100,16.58
322,Raga,SS,2022-07-28 19:48:02,overcast clouds,8.4596,25.678,68.22,97,100,4.14
323,Mogadishu,SO,2022-07-28 19:47:31,scattered clouds,2.0371,45.3438,76.1,83,34,17.92
324,Keflavik,IS,2022-07-28 19:48:02,broken clouds,64.0049,-22.5624,48.63,81,75,10.36
325,Mattru,SL,2022-07-28 19:48:03,light rain,7.6244,-11.8332,72.03,93,100,4.0
326,Severo-Kurilsk,RU,2022-07-28 19:48:04,overcast clouds,50.6789,156.125,52.77,92,100,9.06
327,Sydney Mines,CA,2022-07-28 19:48:04,scattered clouds,46.2367,-60.2177,77.49,68,40,8.05
328,Saint-Francois,FR,2022-07-28 19:48:05,clear sky,46.4154,3.9054,74.64,43,0,6.91
329,Roebourne,AU,2022-07-28 19:48:05,clear sky,-20.7833,117.1333,68.02,60,4,6.89
330,Gwadar,PK,2022-07-28 19:48:06,overcast clouds,25.1216,62.3254,82.08,76,100,6.42
331,Cabo San Lucas,MX,2022-07-28 19:48:06,few clouds,22.8909,-109.9124,93.61,59,18,5.99
332,Puerto Carreno,CO,2022-07-28 19:48:06,light rain,6.189,-67.4859,84.18,70,40,3.44
333,Tiksi,RU,2022-07-28 19:48:07,overcast clouds,71.6872,128.8694,51.6,91,91,5.28
334,Fort Nelson,CA,2022-07-28 19:46:17,smoke,58.8053,-122.7002,71.19,53,100,9.22
335,Atar,MR,2022-07-28 19:48:07,clear sky,20.5169,-13.0499,103.71,9,0,4.56
336,Naron,ES,2022-07-28 19:48:08,clear sky,43.5167,-8.1528,68.85,91,2,2.1
337,Gariaband,IN,2022-07-28 19:48:08,overcast clouds,20.635,82.0614,76.89,87,100,3.85
338,Necochea,AR,2022-07-28 19:48:09,overcast clouds,-38.5473,-58.7368,47.95,83,100,21.54
339,Westport,US,2022-07-28 19:43:27,clear sky,41.1415,-73.3579,91.62,64,0,6.91
340,Alandi,IN,2022-07-28 19:47:39,moderate rain,18.6667,73.9,75.7,89,85,5.37
341,Bar Harbor,US,2022-07-28 19:48:10,clear sky,44.3876,-68.2039,82.94,54,0,14.97
342,Kolokani,ML,2022-07-28 19:48:10,light rain,13.5728,-8.0339,81.52,69,100,8.9
343,Crotone,IT,2022-07-28 19:48:10,clear sky,39.0851,17.1178,81.19,68,1,5.03
344,Rio Grande,BR,2022-07-28 19:48:11,light rain,-32.035,-52.0986,62.71,94,100,19.24
345,Haileybury,CA,2022-07-28 19:48:11,scattered clouds,47.449,-79.6373,64.98,53,46,7.27
346,Emerald,AU,2022-07-28 19:48:12,clear sky,-23.5333,148.1667,46.62,71,0,10.38
347,Asau,RO,2022-07-28 19:48:12,overcast clouds,46.4333,26.4,70.72,88,100,2.98
348,Tupaciguara,BR,2022-07-28 19:48:13,clear sky,-18.5922,-48.705,79.23,21,1,4.65
349,San Carlos De Bariloche,AR,2022-07-28 19:48:14,clear sky,-41.1456,-71.3082,47.95,49,0,24.16
350,Aguadilla,PR,2022-07-28 19:48:14,moderate rain,18.4275,-67.1541,86.94,84,0,21.85
351,Katsuura,JP,2022-07-28 19:46:30,broken clouds,35.1333,140.3,79.38,91,64,8.99
352,Tigil,RU,2022-07-28 19:48:14,overcast clouds,57.8,158.6667,48.79,82,100,3.94
353,Pisco,PE,2022-07-28 19:48:15,broken clouds,-13.7,-76.2167,64.45,72,75,9.22
354,Batagay-Alyta,RU,2022-07-28 19:48:15,broken clouds,67.8006,130.4114,71.65,63,63,1.86
355,Khandyga,RU,2022-07-28 19:48:16,overcast clouds,62.6667,135.6,64.94,72,96,2.13
356,Cascais,PT,2022-07-28 19:48:16,few clouds,38.6979,-9.4215,71.94,71,20,25.32
357,Pilar,BR,2022-07-28 19:48:17,scattered clouds,-9.5972,-35.9567,76.93,94,47,5.86
358,Tukrah,LY,2022-07-28 19:48:17,clear sky,32.5341,20.5791,80.2,75,0,4.74
359,Chicama,PE,2022-07-28 19:48:17,scattered clouds,-7.8447,-79.1469,59.54,59,40,10.02
360,Fortuna,US,2022-07-28 19:48:18,clear sky,40.5982,-124.1573,72.93,72,0,10.36
361,Vysokogornyy,RU,2022-07-28 19:48:18,overcast clouds,50.1167,139.15,62.96,94,99,1.52
362,San Juan De Los Morros,VE,2022-07-28 19:48:19,light rain,9.9115,-67.3538,78.76,80,56,2.64
363,Zhangye,CN,2022-07-28 19:49:19,clear sky,38.9342,100.4517,72.73,31,2,8.01
364,Brandfort,ZA,2022-07-28 19:49:20,light rain,-28.7001,26.4597,49.41,77,95,5.95
365,Muros,ES,2022-07-28 19:49:20,clear sky,42.7762,-9.0603,74.68,73,0,8.32
366,Bedong,MY,2022-07-28 19:49:21,light rain,5.7274,100.5088,80.91,95,64,1.79
367,Vila Velha,BR,2022-07-28 19:49:21,few clouds,-20.3297,-40.2925,78.75,79,20,17.27
368,Margate,GB,2022-07-28 19:49:21,overcast clouds,51.3813,1.3862,65.89,70,100,4.0
369,Banjar,ID,2022-07-28 19:49:22,overcast clouds,-8.19,114.9675,75.56,81,88,2.33
370,Faya,SA,2022-07-28 19:49:01,overcast clouds,18.3851,42.4509,71.71,56,100,1.39
371,Berlevag,NO,2022-07-28 19:49:22,light intensity drizzle,70.8578,29.0864,50.0,93,75,13.8
372,Los Llanos De Aridane,ES,2022-07-28 19:49:23,few clouds,28.6585,-17.9182,72.12,83,20,18.41
373,Atambua,ID,2022-07-28 19:49:23,broken clouds,-9.1061,124.8925,66.83,85,72,6.87
374,Mareeba,AU,2022-07-28 19:49:23,clear sky,-17.0,145.4333,59.72,97,2,2.21
375,Lagoa,PT,2022-07-28 19:49:24,clear sky,39.05,-27.9833,72.34,74,3,4.18
376,Flin Flon,CA,2022-07-28 19:49:24,few clouds,54.7682,-101.865,75.04,33,20,9.22
377,Pitsunda,GE,2022-07-28 19:49:25,clear sky,43.1592,40.3378,69.98,76,0,2.66
378,Makakilo City,US,2022-07-28 19:47:20,scattered clouds,21.3469,-158.0858,82.72,57,40,11.5
379,Laguna,US,2022-07-28 19:49:25,clear sky,38.421,-121.4238,95.02,39,0,5.75
380,Salamiyah,SY,2022-07-28 19:49:26,clear sky,35.0113,37.0532,83.46,30,0,7.83
381,Quarai,BR,2022-07-28 19:49:26,overcast clouds,-30.3875,-56.4514,56.73,89,100,16.11
382,Dores Do Indaia,BR,2022-07-28 19:49:26,broken clouds,-19.4633,-45.6017,77.77,30,75,5.68
383,Saint George,US,2022-07-28 19:49:27,clear sky,37.1041,-113.5841,96.26,38,0,5.75
384,Uttarkashi,IN,2022-07-28 19:49:27,overcast clouds,30.7333,78.45,72.79,98,100,0.81
385,La Palma,US,2022-07-28 19:49:08,scattered clouds,33.8464,-118.0467,93.67,61,40,8.01
386,College,US,2022-07-28 19:47:29,scattered clouds,64.8569,-147.8028,63.0,66,40,0.0
387,Coihaique,CL,2022-07-28 19:49:28,broken clouds,-45.5752,-72.0662,46.35,53,75,11.5
388,San Policarpo,PH,2022-07-28 19:49:28,moderate rain,12.1791,125.5072,79.43,87,100,7.65
389,Umm Kaddadah,SD,2022-07-28 19:49:28,light rain,13.6017,26.6876,84.52,49,100,11.56
390,Ilulissat,GL,2022-07-28 19:49:29,scattered clouds,69.2167,-51.1,50.02,66,40,5.75
391,Saint-Georges,GD,2022-07-28 19:46:46,few clouds,12.0564,-61.7485,85.68,66,20,20.71
392,Babushkin,RU,2022-07-28 19:49:29,broken clouds,51.7122,105.8647,54.18,85,66,4.68
393,Ganzhou,CN,2022-07-28 19:49:30,overcast clouds,28.8184,115.4327,76.8,89,99,2.68
394,Khrebtovaya,RU,2022-07-28 19:49:30,light rain,56.7032,104.2494,54.14,99,100,4.97
395,Jiwani,PK,2022-07-28 19:49:31,overcast clouds,25.05,61.7417,81.93,78,100,10.96
396,Wilmington,US,2022-07-28 19:48:02,few clouds,34.2257,-77.9447,95.0,61,20,13.8
397,Arlit,NE,2022-07-28 19:49:31,overcast clouds,18.7369,7.3853,86.63,48,100,28.41
398,Dingle,PH,2022-07-28 19:49:31,overcast clouds,10.9995,122.6711,77.61,90,100,7.38
399,Luganville,VU,2022-07-28 19:49:32,overcast clouds,-15.5333,167.1667,77.86,85,100,4.18
400,Havelock,US,2022-07-28 19:49:32,clear sky,34.8791,-76.9013,95.99,77,0,12.66
401,Meadow Lake,US,2022-07-28 19:49:32,overcast clouds,34.8014,-106.5436,87.48,40,85,2.39
402,Dom Pedrito,BR,2022-07-28 19:49:33,overcast clouds,-30.9828,-54.6731,54.82,93,100,13.27
403,Tolbazy,RU,2022-07-28 19:49:33,clear sky,54.0241,55.8825,56.08,78,2,7.49
404,Lomovka,RU,2022-07-28 19:49:34,overcast clouds,53.9194,58.3672,50.76,95,85,3.58
405,Vytegra,RU,2022-07-28 19:49:34,overcast clouds,61.0064,36.4481,60.37,97,100,6.38
406,Buchanan,LR,2022-07-28 19:49:34,overcast clouds,5.8808,-10.0467,74.8,76,90,7.23
407,Monrovia,LR,2022-07-28 19:49:35,overcast clouds,6.3005,-10.7969,80.37,71,96,9.75
408,Caranavi,BO,2022-07-28 19:49:35,overcast clouds,-15.8167,-67.55,81.59,37,90,4.54
409,Walvis Bay,NA,2022-07-28 19:49:35,clear sky,-22.9575,14.5053,54.09,82,6,4.61
410,Nome,US,2022-07-28 19:50:32,clear sky,64.5011,-165.4064,56.16,76,0,4.61
411,Sabak,MY,2022-07-28 19:50:36,overcast clouds,3.7675,100.9875,76.8,90,99,2.46
412,Ransang,PH,2022-07-28 19:50:37,overcast clouds,8.9603,117.5828,80.19,85,100,5.01
413,Pudozh,RU,2022-07-28 19:50:37,overcast clouds,61.8099,36.5345,59.31,99,100,2.28
414,Isangel,VU,2022-07-28 19:50:38,overcast clouds,-19.55,169.2667,74.34,89,100,11.18
415,Dukat,RU,2022-07-28 19:50:38,light rain,62.55,155.55,49.59,61,100,3.33
416,Hirara,JP,2022-07-28 19:50:38,few clouds,24.8,125.2833,84.16,73,19,3.96
417,Lufilufi,WS,2022-07-28 19:50:39,light rain,-13.8745,-171.5986,73.18,79,27,17.58
418,Haimen,CN,2022-07-28 19:50:39,overcast clouds,23.1935,116.6142,80.49,80,100,3.98
419,Vostok,RU,2022-07-28 19:50:39,overcast clouds,46.4856,135.8833,64.17,95,100,3.36
420,San Quintin,MX,2022-07-28 19:50:40,clear sky,30.4833,-115.95,74.26,66,9,12.82
421,Tilichiki,RU,2022-07-28 19:50:40,overcast clouds,60.4667,166.1,47.23,77,100,6.73
422,Jacqueville,CI,2022-07-28 19:50:40,scattered clouds,5.2052,-4.4146,76.14,82,36,15.32
423,Zeya,RU,2022-07-28 19:50:41,light rain,53.75,127.2667,66.0,99,100,2.28
424,Abnub,EG,2022-07-28 19:50:41,clear sky,27.2696,31.1511,93.42,14,0,6.55
425,Komsomolskiy,UZ,2022-07-28 19:50:41,overcast clouds,40.4272,71.7189,88.52,20,100,11.5
426,Marsh Harbour,BS,2022-07-28 19:50:42,few clouds,26.5412,-77.0636,83.53,70,19,13.78
427,Port Hedland,AU,2022-07-28 19:47:41,clear sky,-20.3167,118.5667,57.25,67,0,8.05
428,Dandong,CN,2022-07-28 19:50:42,broken clouds,40.1292,124.3947,72.7,92,69,6.73
429,Tezu,IN,2022-07-28 19:50:43,scattered clouds,27.9167,96.1667,74.17,96,35,3.22
430,Harboore,DK,2022-07-28 19:50:43,clear sky,56.6175,8.1807,55.18,74,4,6.04
431,Adjumani,UG,2022-07-28 19:50:43,light rain,3.3779,31.7909,66.69,96,80,1.45
432,Namatanai,PG,2022-07-28 19:50:44,overcast clouds,-3.6667,152.4333,79.48,79,89,10.87
433,Poum,NC,2022-07-28 19:50:44,clear sky,-20.2333,164.0167,70.99,76,5,10.11
434,Manzil Salim,TN,2022-07-28 19:50:45,clear sky,35.8567,8.4765,85.26,39,0,12.35
435,Talakan,RU,2022-07-28 19:50:45,overcast clouds,50.3167,130.3667,70.2,98,100,2.01
436,Bontang,ID,2022-07-28 19:50:45,broken clouds,0.1333,117.5,75.56,89,70,4.25
437,Harrisonburg,US,2022-07-28 19:50:46,scattered clouds,38.4496,-78.8689,86.7,76,40,10.36
438,Kroya,ID,2022-07-28 19:50:46,broken clouds,-7.6331,109.2461,74.39,90,58,3.0
439,Sayat,TM,2022-07-28 19:50:46,clear sky,38.7839,63.8803,84.07,20,5,11.25
440,Lively,CA,2022-07-28 19:50:47,light rain,46.4334,-81.1498,63.52,49,89,11.45
441,Udachnyy,RU,2022-07-28 19:50:47,few clouds,66.4167,112.4,70.45,52,17,3.71
442,San Carlos Del Zulia,VE,2022-07-28 19:50:48,broken clouds,9.0,-71.9135,87.62,61,63,4.27
443,Lakes Entrance,AU,2022-07-28 19:50:48,clear sky,-37.8811,147.981,42.17,86,9,14.25
444,Northam,GB,2022-07-28 19:50:48,few clouds,51.0333,-4.2167,64.38,84,15,6.53
445,Qingyuan,CN,2022-07-28 19:50:49,overcast clouds,23.7,113.0333,87.78,65,97,1.25
446,Batemans Bay,AU,2022-07-28 19:48:59,overcast clouds,-35.7167,150.1833,43.84,91,88,5.12
447,Ixtapa,MX,2022-07-28 19:50:49,broken clouds,20.7,-105.2,89.22,61,62,5.01
448,Karaton,ID,2022-07-28 19:50:50,overcast clouds,-6.3424,106.1045,75.45,90,100,2.08
449,Calvia,ES,2022-07-28 19:50:44,clear sky,39.5657,2.5062,82.87,57,0,8.25
450,Kindu,CD,2022-07-28 19:50:50,overcast clouds,-2.95,25.95,74.62,76,100,4.12
451,Ekhabi,RU,2022-07-28 19:50:51,broken clouds,53.5102,142.9671,54.91,92,61,7.34
452,Kabanjahe,ID,2022-07-28 19:50:51,moderate rain,3.1001,98.4908,63.39,97,100,4.43
453,Trairi,BR,2022-07-28 19:48:33,overcast clouds,-3.2778,-39.2689,79.86,71,90,13.67
454,Qui Nhon,VN,2022-07-28 19:50:51,scattered clouds,13.7667,109.2333,78.6,88,36,3.8
455,Surgut,RU,2022-07-28 19:49:33,clear sky,61.25,73.4167,59.18,76,0,7.0
456,Leeton,AU,2022-07-28 19:51:52,clear sky,-34.5667,146.4,41.9,94,0,5.37
457,Elhovo,BG,2022-07-28 19:51:52,clear sky,42.1667,26.5667,77.41,77,0,6.02
458,Grand-Lahou,CI,2022-07-28 19:51:53,broken clouds,5.1367,-5.0242,75.02,81,65,12.12
459,Acajutla,SV,2022-07-28 19:51:53,overcast clouds,13.5928,-89.8275,81.05,81,100,7.14
460,Sisimiut,GL,2022-07-28 19:51:53,overcast clouds,66.9395,-53.6735,44.65,76,100,5.86
461,Southbridge,US,2022-07-28 19:51:54,overcast clouds,42.0751,-72.0334,88.27,75,85,1.01
462,Ishigaki,JP,2022-07-28 19:51:54,few clouds,24.3448,124.1572,82.53,94,20,4.61
463,Altamont,US,2022-07-28 19:51:55,clear sky,42.2068,-121.7372,99.79,18,0,5.01
464,Touros,BR,2022-07-28 19:51:55,clear sky,-5.1989,-35.4608,77.83,78,5,15.46
465,Baikunthpur,IN,2022-07-28 19:51:55,overcast clouds,23.25,82.55,77.22,84,95,1.12
466,Dubuque,US,2022-07-28 19:50:26,clear sky,42.4833,-90.8668,78.51,45,0,11.5
467,Srednekolymsk,RU,2022-07-28 19:50:29,clear sky,67.45,153.6833,51.84,57,6,10.27
468,Moyale,KE,2022-07-28 19:51:56,broken clouds,3.5167,39.0584,70.2,54,84,10.04
469,Saint-Michel-Des-Saints,CA,2022-07-28 19:51:56,broken clouds,46.6834,-73.9159,76.93,81,78,7.96
470,Innisfail,AU,2022-07-28 19:51:57,scattered clouds,-17.5333,146.0333,59.85,79,25,4.88
471,Sungairaya,ID,2022-07-28 19:51:57,overcast clouds,0.7,108.9,78.15,86,99,0.65
472,Egvekinot,RU,2022-07-28 19:51:57,light rain,66.3167,-179.1667,41.74,87,100,2.59
473,Horve,DK,2022-07-28 19:51:58,scattered clouds,55.7529,11.453,60.85,76,41,3.36
474,Goure,NE,2022-07-28 19:51:58,broken clouds,13.9835,10.2704,82.02,56,66,5.48
475,Am Timan,TD,2022-07-28 19:51:59,overcast clouds,11.0297,20.2827,71.76,91,87,2.89
476,Nova Olimpia,BR,2022-07-28 19:51:59,clear sky,-14.7972,-57.2881,96.76,15,9,6.04
